"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"M. Mathisen","Sweden 2.","Sirius","LCB, RCB","29","1200000","","12","1192","1","1.98","0","0.07","Denmark","right","185","9.44","4.91","63.08","4.98","75.76","1.13","7.98","0.08","0.15","0","19","1.43","26.32","5.263","0.23","33.33","0.6","50","1.13","60","1.28","0.91","0.23","62.67","86.39","25.82","71.64","11.85","51.59","0.01","0","0.08","11.93","61.39","1.06","28.57","0.15","10.8","75.52","","","0","0","","",""
"Y. Kalley","Sweden 2.","IFK Norrköping","LB, LWB","24","350000","","27","1185","0","0.03","0","0.67","Sweden","left","185","11.77","10.18","71.64","1.75","47.83","0.3","4.35","0","0","0","2","0.15","0","0","2.28","40","5.47","61.11","9.49","54.4","0.38","1.75","1.14","31.44","84.54","9.04","68.91","2.73","55.56","0.05","0.08","0.3","2.96","71.79","2.05","40.74","0.38","4.94","72.31","","","0","0","","",""
"D. Löfquist","Sweden 2.","Mjällby","CF","39","150000","","26","1184","4","4.18","3","2.84","Sweden","right","189","3.42","3.65","56.25","1.9","36","0.08","1.55","0.15","0.32","0.08","17","1.29","47.06","23.529","1.98","34.62","0.61","50","3.95","34.62","1.06","0.46","0.08","21.82","67.94","8.13","55.14","3.57","55.32","0.22","0.46","0.46","3.57","57.45","2.2","58.62","0.53","4.48","76.27","","","0","0","","",""
"D. Mitov Nilsson","Sweden 2.","Sirius","GK","34","200000","2027-12-31","12","1170","0","0","0","0","Sweden","right","191","0.92","0.08","0","0.31","100","0","1.19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.15","79.52","11.08","65.97","7.92","54.37","0","0","0","0.46","16.67","0","0","0","6.85","56.18","1.23","3.23","61.9","0.99","-3.08","-0.237","1.77"
"A. Layouni","Sweden 2.","Häcken","RWF, LWF, RW","33","800000","2026-12-31","14","1170","5","4.69","2","2.4","Sweden","right","191","4.15","4.54","62.71","1.38","22.22","0","1.55","0.31","0.36","0","29","2.23","44.83","17.241","6.38","32.53","6.62","65.12","11.77","47.06","5.08","4","0.77","28.92","76.6","4.77","85.48","0.62","75","0.18","0.15","1","0.92","83.33","5.38","41.43","1.46","4.08","86.79","","","0","0","","",""
"Alexander Johansson","Sweden 2.","Brommapojkarna","CF","25","275000","2028-06-30","22","1159","2","4.72","1","1.33","Sweden","right","183","3.73","3.26","50","2.1","29.63","0.08","2.07","0.16","0.37","0","26","2.02","46.15","7.692","0.23","33.33","2.02","50","7.38","29.47","4.04","1.09","0.39","11.8","81.58","1.63","61.9","0.16","100","0.1","0","0.23","1.16","80","0.31","75","0.54","0.85","63.64","","","0","0","","",""
"O. Stanisic","Sweden 2.","Varbergs","CB, LCB, RCB","31","350000","","13","1157","1","1.58","0","0","Sweden","right","192","8.56","5.83","62.67","3.97","49.02","0.54","5.82","0.08","0.12","0","11","0.86","63.64","9.091","0","0","0","0","0.78","30","1.48","0.31","0.08","28.86","87.06","11.12","77.62","5.06","67.69","0","0","0","3.5","77.78","0.23","66.67","0.16","6.07","66.67","","","0","0","","",""
"A. Bernhardsson","Sweden 2.","Elfsborg","RAMF, RW","27","1500000","2027-06-30","18","1148","6","4.92","0","1.55","Sweden","left","185","7.76","7.13","59.34","3.76","37.5","0.31","4.11","0.47","0.39","0","38","2.98","42.11","15.789","1.72","31.82","6.04","53.25","10.98","38.57","4.63","1.49","0.71","18.11","69.26","4.16","62.26","1.18","40","0.12","0.24","0.63","1.88","50","2.35","53.33","1.8","3.21","73.17","","","0","0","","",""
"L. Bergvall","Sweden 2.","Djurgården","RCMF, AMF, LCMF","19","0","2031-06-30","25","1141","2","2.73","1","0.83","Sweden","right","186","6.39","5.52","64.29","2.29","48.28","0.08","3.29","0.16","0.22","0","25","1.97","36","8","0.95","66.67","4.34","63.64","11.6","45.58","3.31","2.05","0.55","36.76","89.7","8.2","78.85","1.42","61.11","0.07","0.32","0.24","3.94","82","1.5","57.89","0.55","3.71","93.62","","","0","0","","",""
"M. Ćosić","Sweden 2.","Brommapojkarna","LWF, LW","29","0","","24","1130","2","2.33","0","1.06","Sweden","right","180","5.89","5.5","63.77","2.47","38.71","0.08","3.03","0.16","0.19","0.08","27","2.15","29.63","7.407","2.23","46.43","2.79","54.29","8.84","40.54","3.42","1.59","0.72","24.37","80.72","4.38","74.55","1.19","66.67","0.08","0.24","0.4","1.51","68.42","2.55","53.13","0.88","3.82","77.08","","","0","0","","",""
"A. Calisir","Sweden 2.","Brommapojkarna","RCB, LCB","35","150000","","14","1116","0","0.14","0","0.65","Sweden","right","187","8.15","6.61","59.76","2.66","75.76","0.32","4.92","0","0.01","0","3","0.24","0","0","0.32","50","0.65","75","2.5","54.84","0.65","0.4","0.08","55.32","90.23","23.23","81.25","5.16","53.13","0.05","0","0.32","6.69","83.13","0.65","50","0.4","8.47","71.43","","","0","0","","",""
"J. Hammar","Sweden 2.","Häcken","RCB","31","0","","13","1115","0","0.83","0","0","Sweden","right","197","9.2","3.79","68.09","3.79","80.85","1.29","8.39","0","0.07","0","6","0.48","16.67","0","0","0","0.08","100","0.4","60","0.57","0.97","0.16","60.78","93.49","23.65","87.71","6.05","62.67","0","0.16","0","9.28","86.09","0.24","33.33","0.16","10.82","82.09","","","0","0","","",""
"A. Wikman","Sweden 2.","Sirius","RDMF, DMF, LDMF","22","350000","2029-12-31","23","1105","0","0.3","0","1.11","Sweden","left","178","8.55","6.03","60.81","0.41","20","0.33","6.22","0","0.02","0","8","0.65","25","0","0.57","28.57","0.41","60","1.87","43.48","0.65","0.49","0.24","48.14","90.02","9.45","79.31","2.44","70","0.09","0.08","0.16","6.68","90.24","0.73","33.33","0.33","5.38","74.24","","","0","0","","",""
"R. Tihi","Sweden 2.","AIK","RCB","23","800000","2028-06-30","13","1089","0","0","0","0.22","Sweden","right","187","9.92","7.69","72.04","2.73","48.48","0.25","5.36","0","0","0","0","0","0","0","0","0","0.41","80","2.48","40","0.33","1.24","0.08","56.61","89.2","22.64","79.56","3.88","40.43","0.02","0.17","0.17","9.01","75.23","0.58","42.86","0.33","7.93","75","","","0","0","","",""
"H. Larsson","Sweden 2.","Malmö FF","LDMF, LCMF","21","0","2029-06-30","12","1087","2","1.05","1","1.11","Sweden","right","187","7.95","4.55","72.73","0.99","16.67","0","7.33","0.17","0.09","0","15","1.24","33.33","13.333","0.58","57.14","1.32","43.75","3.06","37.84","1.16","1.32","0.41","82.71","92.09","25","85.1","2.82","67.65","0.09","0.5","0.17","11.51","89.93","2.07","84","1.32","10.6","76.56","","","0","0","","",""
"S. Rieks","Sweden 2.","Malmö FF","AMF, RAMF, CF","38","200000","","28","1080","3","3.11","3","2.06","Denmark","right","185","6.42","5.92","53.52","1.33","43.75","0.25","5.14","0.25","0.26","0","25","2.08","44","12","2.08","28","2.33","50","5.83","41.43","4.25","1.83","0.42","41.25","78.59","12.17","69.86","1.58","26.32","0.17","0.42","0.5","3.75","66.67","2.58","54.84","1.42","5.25","69.84","","","0","0","","",""
"A. Magashy","Sweden 2.","AIK","LCMF, RCMF, AMF","27","350000","2026-12-31","15","1076","2","2.06","0","0.49","Nigeria","right","171","6.69","5.6","55.22","1.92","30.43","0.08","4.21","0.17","0.17","0","11","0.92","36.36","18.182","0.42","40","1.84","50","7.36","32.95","2.17","1.84","1.09","20.24","85.54","4.68","75","0.92","63.64","0.04","0.08","0.25","1.51","66.67","1.09","76.92","1.25","1.76","66.67","","","0","0","","",""
"J. de Kamps","Sweden 2.","Sirius","LDMF, DMF, LCMF","33","200000","","13","1072","0","0.24","0","0","Netherlands","left","176","12.51","11.75","57.86","0.92","45.45","0.17","6.21","0","0.02","0","2","0.17","50","0","0.42","40","0.76","66.67","3.02","44.44","0.34","0.17","0","39.88","87.79","11.42","76.47","3.78","66.67","0","0.25","0","5.37","75","0.76","66.67","0.34","6.72","72.5","","","0","0","","",""
"M. Johansson","Sweden 2.","Halmstad","GK","27","200000","","11","1071","0","0","0","0","Sweden","right","194","1.26","0.08","0","0.5","100","0","1.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.96","78.09","10.76","71.88","9.5","68.14","0","0","0","2.86","55.88","0.34","25","0","7.56","78.89","1.43","5.13","72.13","1.53","1.26","0.106","1.6"
"V. Gustafson","Sweden 2.","Mjällby","RCMF","30","600000","2026-12-31","14","1071","0","0.58","0","2.01","Sweden","right","181","9.5","9.5","52.21","1.43","52.94","0.25","4.52","0","0.05","0","8","0.67","37.5","0","2.02","33.33","1.6","68.42","6.22","52.7","1.26","1.34","0.84","28.66","71.55","10.76","56.25","2.02","50","0.17","0.67","0.42","3.7","65.91","2.18","42.31","0.67","4.96","54.24","","","0","0","","",""
"J. Asoro","Sweden 2.","Djurgården","CF, RAMF, RWF","26","1500000","2027-06-30","16","1069","3","3.31","1","1.36","Sweden","right","176","4.29","4.13","69.39","4.13","44.9","0.08","1.69","0.25","0.28","0","19","1.6","47.37","15.789","1.77","19.05","4.04","56.25","9.43","39.29","3.37","1.77","0.93","12.46","70.27","2.61","54.84","0.42","60","0.11","0.34","0.51","0.67","62.5","1.35","37.5","0.59","1.26","73.33","","","0","0","","",""
"L. Olden Larsen","Sweden 2.","Häcken","LWF, LW","27","600000","2027-06-30","12","1067","5","3.9","3","2.23","Norway","right","175","5.57","5.48","58.46","1.94","26.09","0.08","2.85","0.42","0.33","0.08","42","3.54","40.48","11.905","2.19","42.31","3.88","69.57","7.25","47.67","4.3","2.36","1.18","34.75","82.04","9.28","70","1.27","33.33","0.19","0.67","0.59","1.6","52.63","3.37","50","1.6","4.98","77.97","","","0","0","","",""
"H. Bolin","Sweden 2.","Degerfors","CF, RCMF","22","0","2026-12-31","16","1066","1","2.79","1","0.53","Sweden","right","179","6.5","6.5","55.84","2.7","28.13","0.08","3.19","0.08","0.24","0","25","2.11","28","4","1.52","16.67","4.22","44","9.29","42.73","3.63","1.69","0.76","26.68","81.96","5.57","71.21","0.68","50","0.04","0","0.25","2.45","79.31","1.18","57.14","0.68","3.04","61.11","","","0","0","","",""
"T. Totland","Sweden 2.","Häcken","RB, LB","26","1200000","2026-12-31","21","1062","1","0.49","3","3.26","Norway","right","180","8.39","5.51","55.38","1.53","44.44","0.17","6.33","0.08","0.04","0","7","0.59","14.29","14.286","3.31","38.46","2.8","54.55","5.51","46.15","2.03","2.63","0.85","51.1","85.74","15.25","80.56","3.22","57.89","0.28","0.17","0.59","4.83","84.21","3.81","51.11","1.1","9.15","80.56","","","0","0","","",""
"D. Vukojević","Sweden 2.","Degerfors","CF","30","375000","","13","1062","3","5.99","1","0.93","Sweden","right","183","2.63","2.63","48.39","4.24","32","0.25","1.61","0.25","0.51","0","44","3.73","29.55","6.818","0.68","50","3.05","38.89","8.64","35.29","4.58","1.61","0.85","14.24","69.05","2.71","40.63","0.68","75","0.08","0.25","0.17","1.44","70.59","1.1","38.46","0.59","1.69","65","","","0","0","","",""
"P. Gwargis","Sweden 2.","Degerfors","RCMF, CF, RW","25","225000","2027-06-30","24","1062","1","2.58","1","0.61","Australia","left","181","5.85","5.25","67.74","0.93","36.36","0.08","2.05","0.08","0.22","0","34","2.88","35.29","2.941","1.02","25","3.9","39.13","12.29","33.1","2.63","2.8","0.68","30.93","84.38","8.05","78.95","1.02","16.67","0.05","0.17","0.25","3.05","83.33","1.78","42.86","1.02","4.83","66.67","","","0","0","","",""
"J. Cooper-Love","Sweden 2.","Halmstad","CF","24","500000","2027-06-30","27","1055","3","5.83","1","1.63","Sweden","right","184","4.61","5.37","46.03","8.87","28.85","0","2.15","0.26","0.5","0.17","30","2.56","40","10","0.68","50","3.33","46.15","9.64","28.32","4.69","1.02","0.26","19.02","78.92","5.03","66.1","0.68","75","0.14","0.26","0.6","1.79","85.71","1.36","62.5","1.02","2.73","75","","","0","0","","",""
"S. Eriksson","Sweden 2.","IFK Göteborg","RDMF, LCMF, DMF","36","150000","","22","1055","0","0.18","0","0.32","Sweden","left","184","8.87","7.85","60.87","1.36","18.75","0.43","5.11","0","0.01","0","2","0.17","0","0","1.28","20","1.36","62.5","4.44","51.92","0.34","0.68","0.09","43.76","84.41","16.64","78.46","6.23","71.23","0.03","0.17","0.17","8.53","73","2.64","58.06","1.19","8.27","83.51","","","0","0","","",""
"P. Frick","Sweden 2.","Elfsborg","CF","33","250000","2026-12-31","21","1051","3","2.28","1","0.85","Sweden","right","182","4.37","4.54","43.4","6.42","42.67","0.09","2.91","0.26","0.2","0.09","16","1.37","56.25","18.75","0.26","0","0.86","50","7.28","36.47","3.85","0.43","0","20.29","73","5.65","63.64","1.37","50","0.07","0.34","0.26","2.57","70","1.03","50","1.46","2.57","76.67","","","0","0","","",""
"J. Une-Larsson","Sweden 2.","Djurgården","RCB","31","700000","2026-12-31","14","1049","0","0.37","0","0.1","Sweden","right","181","6.95","4.29","76","4.29","48","0.17","4.57","0","0.03","0","3","0.26","0","0","0","0","0.34","50","1.03","50","0.77","0.51","0","52.68","92.35","17.07","81.41","5.49","50","0.01","0","0","5.75","71.64","0.17","50","0.26","5.15","66.67","","","0","0","","",""
"A. Al Sanati","Sweden 2.","Sirius","RAMF, RW","26","300000","2027-12-31","20","1044","3","2.5","0","2.2","Sweden","left","165","3.97","4.91","54.39","0.26","0","0","1.85","0.26","0.22","0","26","2.24","38.46","11.538","3.53","36.59","4.83","66.07","7.93","45.65","3.28","2.33","0.43","29.91","78.67","5.43","65.08","1.9","50","0.19","0.17","0.86","1.98","60.87","5.09","47.46","1.47","4.48","78.85","","","0","0","","",""
"J. Ortmark","Sweden 2.","IFK Norrköping","RDMF, RCMF, RB","28","600000","","16","1020","0","0.32","0","0.41","Sweden","right","176","8.56","7.5","51.76","2.12","37.5","0.44","5.67","0","0.03","0","8","0.71","25","0","0.71","37.5","2.12","29.17","8.03","40.66","0.53","1.06","0.79","38.47","85.32","11.74","66.92","3.53","55","0.04","0.09","0.09","5.82","75.76","1.5","52.94","0.44","5.38","68.85","","","0","0","","",""
"T. Carlsson","Sweden 2.","Sirius","LCB, RCB","30","600000","2026-12-31","11","1018","1","0.16","0","0.38","Sweden","right","187","8.4","5.75","70.77","2.65","66.67","0.44","5.31","0.09","0.01","0","3","0.27","33.33","33.333","0.44","60","0.18","100","0.8","55.56","0.18","0.8","0","50.39","85.44","21.57","73.77","8.93","63.37","0.03","0","0.09","7.96","64.44","1.5","47.06","0.35","12.02","72.06","","","0","0","","",""
"L. Berg Johnsen","Sweden 2.","Malmö FF","RDMF, RCMF, LCMF","26","2800000","2027-12-31","13","1016","0","0.11","0","0.09","Norway","right","179","9.3","8.42","61.05","1.86","28.57","0.09","5.97","0","0.01","0","4","0.35","50","0","0.35","50","0.18","50","3.19","22.22","0.27","0.97","0","74.76","93.13","19.93","84.89","2.92","69.7","0.01","0.09","0.09","10.19","85.22","1.77","70","0.97","7.35","81.93","","","0","0","","",""
"T. Ayari","Sweden 2.","AIK","CF, LW, LWB","20","0","2028-12-31","20","1011","1","2.11","0","1.27","Sweden","right","177","6.85","8.1","56.04","2.85","37.5","0","3.29","0.09","0.19","0","20","1.78","25","5","1.78","30","7.3","40.24","15.13","38.82","3.12","1.6","1.25","23.15","75","6.41","65.28","1.16","53.85","0.11","0.62","0.45","2.14","75","2.67","46.67","1.16","3.56","72.5","","","0","0","","",""
"A. Mikkelsen","Sweden 2.","Hammarby","LAMF, LW, RW","25","1200000","2027-12-31","21","1004","1","1.27","0","0.95","Norway","right","167","5.92","5.29","62.71","1.61","5.56","0","3.08","0.09","0.11","0","16","1.43","18.75","6.25","1.79","25","3.76","47.62","10.22","49.12","2.96","1.7","0.72","27.7","80.26","5.38","75","1.43","37.5","0.09","0.54","0.09","2.42","81.48","2.69","40","1.08","3.41","81.58","","","0","0","","",""
"G. Wallentin","Sweden 2.","Halmstad","LCB, RB","24","275000","2027-12-31","15","996","1","0.9","0","0","Sweden","right","189","7.41","3.07","55.88","5.15","68.42","0.18","5.15","0.09","0.08","0.09","5","0.45","80","20","0.18","50","0.09","0","0.63","28.57","0.63","0.18","0.09","27.92","80.91","10.21","60.18","5.15","43.86","0","0","0","2.62","65.52","0.45","40","0.09","5.78","56.25","","","0","0","","",""
"S. Ohlsson","Sweden 2.","IFK Göteborg","RAMF, RCMF, RW","32","500000","2026-12-31","15","987","4","3.44","0","0.79","Sweden","right","184","8.21","9.85","55.56","2.37","30.77","0.18","3.14","0.36","0.31","0","15","1.37","46.67","26.667","1","18.18","1.19","53.85","9.3","26.47","2.46","0.91","0.09","22.98","79.76","8.3","72.53","1.19","38.46","0.07","0.64","0.36","2.28","60","2.1","56.52","0.82","3.1","76.47","","","0","0","","",""
"L. Walta","Sweden 2.","Mjällby","LCMF, LAMF, LW","22","0","2028-06-30","11","983","2","1.38","0","1.22","Finland","right","170","7.78","7.69","52.38","1.19","53.85","0","4.13","0.18","0.13","0","25","2.29","40","8","1.83","40","3.2","45.71","7.6","42.17","1.28","1.19","0.27","35.43","80.1","9.43","64.08","4.49","55.1","0.11","0.18","0.27","4.03","65.91","3.02","54.55","1.01","5.31","74.14","","","0","0","","",""
"M. Borchers","Sweden 2.","Varbergs","RW, CF, RAMF","23","400000","2027-06-30","13","976","1","2.26","0","0.68","Denmark","left","188","8.21","8.67","57.45","8.3","44.44","0.09","3.51","0.09","0.21","0.09","18","1.66","61.11","5.556","1.11","25","2.21","54.17","7.47","37.04","2.03","1.38","0.46","18.81","72.55","4.7","60.78","0.46","40","0.06","0.09","0.18","1.94","47.62","1.11","58.33","0.65","2.21","70.83","","","0","0","","",""
"D. Olsson","Sweden 2.","Varbergs","GK","28","200000","","10","974","0","0","0","0.35","Sweden","left","197","2.03","0.28","33.33","0.28","100","0","2.16","0","0","0","0","0","0","0","0","0","0","0","0.18","100","0","0","0","15.71","67.06","12.38","60.45","11.18","56.2","0.03","0","0.09","3.23","42.86","0.55","33.33","0.18","7.3","74.68","2.13","6.38","66.67","2.18","0.64","0.059","0.55"
"J. Ondrejka","Sweden 2.","Elfsborg","RAMF, LAMF","23","4000000","2029-06-30","12","974","7","5.64","5","4.81","Sweden","right","180","3.88","4.25","39.13","2.03","40.91","0.09","2.6","0.65","0.52","0.18","34","3.14","50","20.588","2.59","46.43","4.99","55.56","11.18","39.67","4.71","2.4","0.55","20.98","73.57","5.27","57.89","1.02","45.45","0.44","0.18","1.02","1.57","64.71","2.96","68.75","1.48","3.23","80","","","0","0","","",""
"B. Sabović","Sweden 2.","Djurgården","DMF, RDMF, RCMF","27","800000","2027-12-31","25","956","1","0.76","0","0.35","Sweden","right","186","9.51","8.28","60.23","1.98","71.43","0.28","5.73","0.09","0.07","0","14","1.32","35.71","7.143","0.47","40","2.73","65.52","6.59","57.14","1.13","1.41","0.28","50.84","86.3","14.87","75.95","4.61","59.18","0.03","0.47","0.38","8.19","78.16","1.22","38.46","0.47","7.06","80","","","0","0","","",""
"M. Sainte","Sweden 2.","Varbergs","RB, RW","23","125000","","19","955","0","0.28","0","0.38","Sweden","right","183","7.92","8.01","41.18","0.94","0","0.28","5.35","0","0.03","0","7","0.66","28.57","0","2.73","31.03","2.17","65.22","5.28","41.07","1.23","1.7","0.38","32.42","77.03","9.14","70.1","3.02","56.25","0.04","0.28","0.09","2.73","65.52","1.88","45","0.38","5.28","64.29","","","0","0","","",""
"J. Trenskow","Sweden 2.","Kalmar","LWF, LW, RWF","25","1800000","2028-06-30","16","950","0","1.02","1","0.85","Denmark","right","178","5.02","5.02","56.6","1.42","13.33","0","2.47","0","0.1","0","11","1.04","36.36","0","2.65","21.43","4.17","52.27","8.15","44.19","3.22","2.37","1.42","24.73","74.33","4.64","51.02","0.95","10","0.08","0.19","0.66","1.71","61.11","3.13","48.48","1.14","3.69","56.41","","","0","0","","",""
"A. Demirol","Sweden 2.","Hammarby","DMF, LCMF, LDMF","23","0","2026-06-30","16","943","0","0.46","0","0.28","Sweden","right","184","8.11","8.11","63.53","0.76","12.5","0","3.59","0","0.04","0","5","0.48","40","0","0","0","1.24","61.54","5.06","54.72","0.38","0.86","0.19","41.04","88.6","10.98","74.78","4.01","64.29","0.03","0.29","0","6.39","80.6","1.24","53.85","0.67","5.73","70","","","0","0","","",""
"A. Sigurdsson","Sweden 2.","IFK Norrköping","LAMF, LWF","26","2800000","2027-12-31","10","937","5","0.97","0","1.77","Iceland","right","177","4.8","4.42","65.22","0.67","71.43","0","2.04","0.48","0.09","0","17","1.63","47.06","29.412","2.11","40.91","6.92","58.33","13.83","49.31","1.73","3.17","1.15","23.63","82.52","6.15","73.44","1.44","53.33","0.17","0.29","0.19","2.5","76.92","2.98","54.84","1.15","4.9","84.31","","","0","0","","",""
"A. Baldursson","Sweden 2.","Elfsborg","LDMF, LCMF","23","1800000","2028-06-30","11","929","0","0.15","0","1.53","Iceland","right","187","12.01","9.3","57.29","4.26","59.09","0.48","7.73","0","0.01","0","8","0.78","0","0","0.78","62.5","0.97","60","6.01","43.55","0.39","0.39","0.19","34.59","77.03","12.3","60.63","7.56","46.15","0.15","0","0.19","6.98","55.56","2.33","29.17","0.29","6.59","72.06","","","0","0","","",""
"Marc Llinares","Sweden 2.","Hammarby","LWB, LB","26","450000","2026-06-30","11","918","0","0.32","1","0.83","Spain","left","180","7.94","5.39","69.09","1.96","45","0.29","5.42","0","0.03","0","3","0.29","33.33","0","2.84","37.93","2.65","66.67","8.24","59.52","1.27","2.35","1.08","42.25","79.35","13.63","70.5","4.71","37.5","0.08","0.29","0.2","5.59","57.89","3.53","47.22","0.78","7.45","73.68","","","0","0","","",""
"D. Beširović","Sweden 2.","AIK","CF, LW","31","450000","2027-12-31","12","911","0","1.51","1","1.1","Portugal","right","180","6.62","6.03","52.46","2.86","34.48","0","3.07","0","0.15","0","16","1.58","25","0","2.17","18.18","1.78","61.11","6.13","54.84","3.46","1.88","0.59","24.5","75.81","5.63","63.16","2.07","57.14","0.11","0.69","0.59","2.57","69.23","2.47","36","0.89","2.57","80.77","","","0","0","","",""
"D. Pavlović","Sweden 2.","Degerfors","DMF, RCMF","24","150000","","17","910","1","0.76","0","0.86","Belgium","right","178","8.11","6.03","54.1","2.08","57.14","0.4","5.76","0.1","0.08","0","11","1.09","27.27","9.091","0.99","20","2.27","47.83","5.34","38.89","0.89","0.3","0","41.54","82.86","14.04","71.83","6.33","54.69","0.09","0.1","0.4","7.32","64.86","1.88","52.63","0.69","7.71","70.51","","","0","0","","",""
"A. Abrahamsson","Sweden 2.","Brommapojkarna","RCB","26","325000","2027-06-30","11","906","0","0","0","0.18","Sweden","right","189","9.93","7.55","59.21","2.68","62.96","0.5","6.52","0","0","0","1","0.1","0","0","0.5","20","0.7","42.86","2.58","46.15","0.1","1.19","0.3","63.28","82.57","29.7","70.57","11.13","49.11","0.02","0.2","0.1","10.73","62.96","1.29","15.38","0.1","13.71","66.67","","","0","0","","",""
"S. Gustafson","Sweden 2.","Häcken","LCMF, RCMF","30","2000000","","11","905","0","1.76","4","1.38","Sweden","left","185","6.07","5.07","64.71","1.89","52.63","0.2","3.63","0","0.18","0","12","1.19","33.33","0","2.09","19.05","1.59","56.25","8.15","45.12","3.08","1.59","0.6","57.98","86.96","18.2","79.23","3.98","60","0.14","0.9","0.99","8.85","82.02","6.27","55.56","3.28","8.95","86.67","","","0","0","","",""
"A. Keita","Sweden 2.","AIK","DMF, RCMF, LCB","28","400000","","13","898","0","0.28","0","0","Côte d'Ivoire","right","188","8.72","4.81","58.33","3.51","71.43","0.8","6.49","0","0.03","0","3","0.3","33.33","0","0.2","50","1","40","3.91","41.03","0.6","0.8","0.2","46.4","84.67","14.03","65.71","6.51","61.54","0","0.2","0.1","9.42","68.09","1.7","35.29","0.5","7.52","78.67","","","0","0","","",""
"K. Thórdarson","Sweden 2.","IFK Göteborg","RCMF, DMF","25","700000","2028-12-31","10","897","0","0.64","0","0.49","Iceland","right","177","9.43","7.73","55.84","2.91","48.28","0.3","6.19","0","0.06","0","11","1.1","18.18","0","2.01","20","2.71","70.37","7.83","53.85","1.4","1.4","0","35.42","71.1","13.85","54.35","4.21","33.33","0.05","0","0.2","6.82","60.29","2.31","30.43","0.4","6.22","53.23","","","0","0","","",""
"Y. El Ouatki","Sweden 2.","Varbergs","LCMF, LDMF, DMF","27","0","2026-12-31","19","891","0","0.41","0","0.08","France","left","184","11.72","12.63","50.4","2.12","38.1","0.2","7.03","0","0.04","0","6","0.61","0","0","0.61","50","0.3","33.33","2.83","14.29","0.81","0.2","0.1","28.28","84.64","7.88","74.36","1.72","58.82","0.01","0.1","0","3.43","73.53","0.91","33.33","0.2","2.42","75","","","0","0","","",""
"E. Stroud","Sweden 2.","Mjällby","LB, LWB","23","0","2026-12-31","20","865","0","0.29","1","1","Sweden","left","180","10.61","8.64","66.27","1.46","35.71","0.1","6.47","0","0.03","0","8","0.83","12.5","0","3.54","29.41","2.91","57.14","7.91","38.16","0.94","1.66","1.56","29.55","70.42","9.57","65.22","2.91","67.86","0.1","0","0.21","3.54","73.53","3.64","45.71","0.83","6.35","68.85","","","0","0","","",""
"N. Moisander","Sweden 2.","Malmö FF","LCB, RCB, CB","40","250000","","10","862","0","0.34","0","0","Finland","left","183","7.1","6.16","62.71","2.19","57.14","0.42","5.73","0","0.04","0","1","0.1","0","0","0.21","50","0.42","50","1.36","61.54","0.1","0.63","0","71.42","95.32","26.94","93.02","3.13","80","0","0.1","0","4.59","88.64","0.73","71.43","0.31","7.1","64.71","","","0","0","","",""
"M. Qurbanli","Sweden 2.","Djurgården","CF","23","600000","2027-06-30","14","860","2","5.2","1","1","Azerbaijan","right","185","3.98","3.87","56.76","3.98","7.89","0.21","1.73","0.21","0.54","0.1","22","2.3","36.36","9.091","0.31","66.67","2.62","52","10.26","31.63","3.87","0.94","1.05","14.97","85.31","1.47","78.57","0.1","100","0.1","0","0.31","0.73","71.43","0.63","100","0.84","0.42","75","","","0","0","","",""
"N. Söderberg","Sweden 2.","Elfsborg","RDMF, RCMF","24","450000","2027-12-31","21","839","2","2.67","0","0.26","Sweden","right","182","9.55","9.01","39.29","3.65","50","0.86","7.53","0.21","0.29","0","14","1.5","28.57","14.286","1.07","30","1.07","40","3.54","33.33","2.15","0.64","0.21","36.9","76.45","13.73","60.16","6.22","48.28","0.03","0.21","0.11","7.51","61.43","2.57","33.33","0.75","5.9","69.09","","","0","0","","",""
"D. Bergqvist","Sweden 2.","Degerfors","CB","32","375000","","10","834","0","0.1","0","0","Sweden","right","185","8.63","3.45","78.13","5.18","75","1.19","7.04","0","0.01","0","1","0.11","0","0","0.11","0","0.43","50","1.4","46.15","0.76","0","0","49.96","86.39","15.54","72.22","7.45","55.07","0","0","0","4.32","42.5","0.43","50","0.11","6.91","57.81","","","0","0","","",""
