Player,League,Season,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport countries,Foot,Height,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,PAdj Interceptions,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals per 90,Shots against per 90,"Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90,Wyscout ID
I. Román,Brazil 1.,2026,Atlético Mineiro,"RCB, CB",20,0,2029-12-31,6,489,1,0.75,0,0.0,Chile,Chile,right,183,no,8.47,9.2,50.0,3.68,65.0,0.0,4.44,0.18,0.14,0.18,3,0.55,33.33,33.333,0.18,0.0,0.55,66.67,1.1,66.67,0.55,0.0,0.0,24.48,70.68,14.36,57.69,4.79,42.31,0.0,0.0,0.0,2.76,60.0,0.37,50.0,0.37,4.6,48.0,,,0.0,0.0,,,,-347831
Claudinho,Brazil 1.,2026,Athletico Paranaense,LWB,20,0,,6,488,0,0.23,1,1.12,Brazil,Brazil,unknown,0,no,7.93,4.98,59.26,2.77,53.33,0.18,6.15,0.0,0.04,0.0,6,1.11,16.67,0.0,1.84,30.0,2.77,80.0,5.72,61.29,1.48,2.95,0.18,31.91,76.3,10.88,62.71,2.58,35.71,0.21,0.0,0.74,4.06,59.09,2.03,45.45,1.11,6.64,72.22,,,0.0,0.0,,,,-467977
João Marcelo,Brazil 1.,2026,Cruzeiro,"RCB, LCB",26,1500000,2028-12-31,7,488,1,0.24,0,0.0,Brazil,Brazil,right,190,no,6.09,3.14,47.06,3.32,66.67,0.37,6.6,0.18,0.04,0.0,1,0.18,100.0,100.0,0.0,0.0,0.0,0.0,0.37,100.0,0.55,1.66,0.92,46.48,94.44,19.73,87.85,3.69,60.0,0.0,0.0,0.0,6.45,82.86,0.0,0.0,0.0,6.82,81.08,,,0.0,0.0,,,,-112952
A. Minda,Brazil 1.,2026,Atlético Mineiro,"AMF, CF, RWF",23,6000000,2030-12-31,11,488,2,1.03,2,1.57,Ecuador,Ecuador,right,171,no,3.14,2.95,50.0,1.84,30.0,0.0,2.27,0.37,0.19,0.0,11,2.03,45.45,18.182,1.66,55.56,4.61,60.0,10.51,31.58,2.77,3.5,0.92,22.68,82.93,2.77,53.33,0.92,80.0,0.29,0.0,0.92,1.66,88.89,2.03,81.82,0.92,2.95,81.25,,,0.0,0.0,,,,-260530
F. Angileri,Brazil 1.,2026,Corinthians,LB,32,1000000,2026-12-31,8,487,1,0.02,0,0.27,Argentina,"Argentina, Italy",left,185,no,8.5,5.73,58.06,1.66,88.89,0.55,7.5,0.18,0.0,0.0,2,0.37,50.0,50.0,3.14,29.41,1.29,57.14,3.33,38.89,0.18,1.85,0.18,41.21,82.06,15.52,77.38,4.25,52.17,0.05,0.0,0.18,6.84,83.78,2.77,33.33,0.18,10.16,76.36,,,0.0,0.0,,,,284254
Cássio,Brazil 1.,2026,Cruzeiro,GK,39,400000,2027-05-31,5,480,0,0.0,0,0.0,Brazil,Brazil,right,196,no,0.94,0.38,0.0,0.19,100.0,0.0,1.46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,100.0,0.0,0.0,0.0,9.75,82.69,4.69,72.0,3.0,50.0,0.0,0.0,0.0,0.75,0.0,0.38,0.0,0.0,1.5,62.5,1.88,4.13,54.55,1.84,-0.2,-0.038,1.31,17304
J. Barrera,Brazil 1.,2026,Botafogo,"RAMF, LAMF, LCMF",20,0,2029-12-31,12,473,1,1.02,0,0.09,Colombia,Colombia,right,175,no,6.66,5.71,60.0,1.9,30.0,0.0,3.86,0.19,0.19,0.0,11,2.09,54.55,9.091,1.33,42.86,2.09,27.27,7.04,27.03,2.47,1.52,0.38,22.45,85.59,5.33,89.29,0.95,20.0,0.02,0.0,0.19,2.66,71.43,1.52,37.5,0.38,2.47,76.92,,,0.0,0.0,,,,-299705
Newton,Brazil 1.,2026,Botafogo,"CB, RCB, DMF",26,250000,2029-12-31,7,472,0,0.02,0,0.0,Brazil,Brazil,right,188,no,6.29,4.0,66.67,2.29,25.0,0.0,4.36,0.0,0.0,0.0,3,0.57,33.33,0.0,0.0,0.0,0.38,50.0,2.67,50.0,0.0,0.38,0.0,37.94,90.45,10.11,75.47,2.1,36.36,0.0,0.0,0.0,2.67,71.43,0.0,0.0,0.0,2.48,46.15,,,0.0,0.0,,,,-114831
Júnior Santos,Brazil 1.,2026,Botafogo,"CF, RW, RAMF",31,4000000,2028-12-31,9,471,1,1.04,0,0.03,Brazil,Brazil,right,188,yes,2.48,2.48,46.15,4.01,19.05,0.0,1.17,0.19,0.2,0.0,6,1.15,66.67,16.667,1.53,12.5,2.68,64.29,11.46,41.67,2.29,1.72,0.38,12.04,65.08,2.29,75.0,0.38,50.0,0.01,0.19,0.0,1.15,66.67,0.38,0.0,0.19,1.34,57.14,,,0.0,0.0,,,,-71598
Moisés,Brazil 1.,2026,Santos,"LW, LAMF",29,1500000,2028-12-31,13,457,2,1.52,0,0.12,Brazil,Brazil,right,177,no,2.36,2.56,30.77,3.35,52.94,0.0,2.2,0.39,0.3,0.0,9,1.77,66.67,22.222,0.59,33.33,3.35,41.18,7.09,36.11,2.95,1.77,0.39,21.07,81.31,4.73,66.67,1.58,50.0,0.02,0.0,0.0,1.97,90.0,1.18,50.0,0.98,3.35,64.71,,,0.0,0.0,,,,-113962
Filipinho,Brazil 1.,2026,Athletico Paranaense,"LCMF, DMF",24,0,2027-12-31,8,457,0,0.26,0,0.0,Brazil,Brazil,left,183,no,6.89,5.51,57.14,1.58,37.5,0.59,3.88,0.0,0.05,0.0,2,0.39,0.0,0.0,0.59,66.67,1.38,14.29,3.94,10.0,0.39,0.0,0.0,26.59,88.15,3.94,80.0,1.58,50.0,0.0,0.0,0.2,1.38,71.43,0.39,50.0,0.0,2.36,50.0,,,0.0,0.0,,,,-111334
Willian,Brazil 1.,2026,Grêmio,"LCMF, AMF, LW",37,3000000,2026-12-31,9,445,0,0.49,0,0.42,Brazil,Brazil,right,175,no,3.24,2.02,70.0,0.61,66.67,0.0,2.47,0.0,0.1,0.0,7,1.42,14.29,0.0,1.01,20.0,2.83,50.0,6.07,43.33,1.01,5.87,1.21,40.65,88.06,9.1,80.0,1.01,40.0,0.09,0.0,0.2,4.25,85.71,1.62,50.0,0.81,4.04,75.0,,,0.0,0.0,,,,9051
Edenilson,Brazil 1.,2026,Vitória,"RB, RCB, DMF",21,0,2028-12-31,9,444,0,0.06,0,0.0,Brazil,Brazil,unknown,0,no,7.09,6.69,60.61,2.43,33.33,0.41,3.48,0.0,0.01,0.0,1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.22,50.0,0.41,0.2,0.0,29.59,90.41,11.35,80.36,2.84,42.86,0.0,0.0,0.0,2.64,84.62,0.0,0.0,0.0,4.86,79.17,,,0.0,0.0,,,,-548141
André Silva,Brazil 1.,2026,São Paulo,CF,29,3500000,2027-12-31,13,436,0,0.41,0,0.08,Brazil,Brazil,left,181,no,1.65,2.68,30.77,5.37,23.08,0.21,1.41,0.0,0.08,0.0,5,1.03,80.0,0.0,0.21,0.0,1.03,40.0,4.33,28.57,2.27,0.21,0.0,17.55,82.35,3.92,68.42,1.03,100.0,0.02,0.21,0.0,1.03,80.0,1.03,60.0,0.62,1.44,85.71,,,0.0,0.0,,,,-73053
Luis Osorio,Brazil 1.,2026,São Paulo,LCB,19,0,,5,435,0,0.13,1,0.17,Brazil,Brazil,unknown,0,no,5.59,2.9,50.0,2.9,35.71,0.62,6.74,0.0,0.03,0.0,1,0.21,0.0,0.0,0.21,100.0,0.21,100.0,1.24,50.0,0.41,0.62,0.41,49.86,90.46,16.76,76.54,4.76,56.52,0.03,0.0,0.21,5.79,78.57,0.41,50.0,0.0,6.83,60.61,,,0.0,0.0,,,,-402271
Nathan Fogaça,Brazil 1.,2026,Mirassol,CF,27,400000,2027-12-31,10,432,2,4.56,0,0.24,Brazil,Brazil,right,178,no,3.13,4.38,52.38,5.42,26.92,0.0,1.3,0.42,0.95,0.0,17,3.54,52.94,11.765,1.46,0.0,2.5,66.67,9.58,36.96,5.21,2.71,0.42,18.96,76.92,3.13,73.33,0.0,0.0,0.05,0.0,0.21,1.46,85.71,1.25,66.67,1.46,1.88,77.78,,,0.0,0.0,,,,-51159
Éverton,Brazil 1.,2026,Flamengo,"LAMF, LW, RAMF",30,10000000,2026-12-31,10,432,1,0.84,1,0.83,Brazil,Brazil,right,174,no,5.42,5.42,53.85,3.13,40.0,0.0,3.24,0.21,0.18,0.0,12,2.5,16.67,8.333,1.04,40.0,5.42,42.31,10.83,38.46,1.67,4.38,0.63,26.04,89.6,5.42,73.08,1.25,83.33,0.17,0.21,0.63,1.46,85.71,1.25,50.0,1.04,3.13,80.0,,,0.0,0.0,,,,327852
Luiz Araújo,Brazil 1.,2026,Flamengo,"RAMF, RW",30,4000000,2027-12-31,11,431,1,0.7,1,1.12,Brazil,Brazil,left,175,no,6.06,5.43,57.69,0.84,25.0,0.0,3.08,0.21,0.15,0.0,9,1.88,22.22,11.111,1.46,42.86,3.55,41.18,8.98,30.23,2.71,2.71,1.04,41.35,85.86,8.56,73.17,3.76,83.33,0.23,0.42,1.88,3.76,83.33,3.13,46.67,1.88,6.89,72.73,,,0.0,0.0,,,,282066
Tiquinho Soares,Brazil 1.,2026,Mirassol,CF,35,2700000,2027-12-31,7,426,0,1.71,0,0.07,Brazil,"Brazil, Portugal",right,187,no,1.48,0.85,75.0,4.01,21.05,0.0,1.54,0.0,0.36,0.0,12,2.54,33.33,0.0,0.21,0.0,1.06,60.0,4.86,43.48,2.75,0.42,0.21,15.0,80.28,1.27,66.67,0.85,50.0,0.02,0.21,0.21,1.06,40.0,0.42,50.0,0.63,0.0,0.0,,,0.0,0.0,,,,119308
Vitor Roque,Brazil 1.,2026,Palmeiras,CF,21,0,2029-12-31,10,426,3,2.92,0,0.51,Brazil,Brazil,right,174,no,3.38,4.86,56.52,2.75,23.08,0.21,0.97,0.42,0.62,0.0,15,3.17,40.0,20.0,0.85,25.0,4.01,52.63,12.46,55.93,3.38,2.11,0.63,9.93,70.21,2.75,61.54,0.85,50.0,0.11,0.0,0.63,0.21,100.0,1.06,80.0,1.06,1.69,62.5,,,0.0,0.0,,,,-297087
Daniel Borges,Brazil 1.,2026,Mirassol,"RB, RWB, LB",33,600000,2026-12-31,5,421,0,0.06,0,0.33,Brazil,Brazil,right,174,no,7.05,5.34,68.0,2.57,66.67,0.43,4.24,0.0,0.01,0.0,5,1.07,20.0,0.0,3.21,40.0,1.07,80.0,3.63,64.71,0.64,1.07,0.43,35.06,85.37,9.83,84.78,1.07,100.0,0.07,0.0,0.64,2.99,92.86,3.21,46.67,0.21,5.77,85.19,,,0.0,0.0,,,,177366
Fernando,Brazil 1.,2026,Red Bull Bragantino,"LAMF, LW",27,5000000,2027-12-31,10,420,2,1.3,1,0.82,Brazil,Brazil,right,176,no,5.14,4.5,57.14,2.36,36.36,0.0,3.5,0.43,0.28,0.0,12,2.57,41.67,16.667,1.71,50.0,5.14,66.67,10.5,46.94,3.21,5.14,0.64,23.57,82.73,5.79,74.07,1.07,80.0,0.18,0.21,0.86,3.0,85.71,3.21,60.0,1.07,3.86,83.33,,,0.0,0.0,,,,521572
Dudu,Brazil 1.,2026,Atlético Mineiro,"LW, LAMF, AMF",34,5000000,2027-12-31,13,415,2,1.82,0,0.86,Brazil,Brazil,right,167,no,3.47,2.17,50.0,0.87,0.0,0.22,3.41,0.43,0.4,0.0,13,2.82,61.54,15.385,1.95,33.33,4.99,78.26,10.19,57.45,3.69,3.04,0.43,29.71,84.67,5.64,76.92,1.52,57.14,0.19,0.0,0.22,2.39,72.73,2.17,40.0,1.52,4.12,84.21,,,0.0,0.0,,,,82057
Vitinho,Brazil 1.,2026,Corinthians,"LAMF, LW",32,2000000,2026-12-31,8,413,0,0.44,0,0.39,Brazil,Brazil,right,180,no,5.67,5.01,69.57,3.92,33.33,0.0,3.95,0.0,0.1,0.0,10,2.18,20.0,0.0,3.27,53.33,6.76,41.94,12.42,35.09,1.31,2.4,0.22,25.71,78.81,5.88,66.67,0.65,66.67,0.08,0.0,0.44,2.4,63.64,4.14,73.68,1.53,6.1,92.86,,,0.0,0.0,,,,187560
Leozinho,Brazil 1.,2026,Athletico Paranaense,AMF,27,0,2028-12-31,9,413,3,2.6,0,0.2,Brazil,Brazil,left,173,no,4.14,4.36,45.0,1.09,60.0,0.0,2.8,0.65,0.57,0.0,16,3.49,31.25,18.75,3.92,38.89,2.62,50.0,6.32,48.28,3.49,1.31,0.0,33.12,76.97,8.06,67.57,2.4,72.73,0.04,0.0,0.44,3.27,73.33,4.14,42.11,0.22,5.45,84.0,,,0.0,0.0,,,,-414171
M. Sanabria,Brazil 1.,2026,Bahia,"LWF, LW, CF",22,0,2030-12-31,13,409,2,2.43,0,0.57,Argentina,"Argentina, Italy",right,178,no,4.4,5.06,52.17,0.88,25.0,0.22,3.43,0.44,0.54,0.0,13,2.86,30.77,15.385,3.74,11.76,7.04,53.13,13.42,55.74,2.86,3.96,1.1,18.04,70.73,1.98,55.56,0.22,100.0,0.12,0.0,0.44,0.88,50.0,2.2,40.0,0.66,1.98,88.89,,,0.0,0.0,,,,-322275
Rafael Santos,Brazil 1.,2026,Chapecoense,GK,37,100000,2026-12-31,4,408,0,0.0,0,0.0,Brazil,Brazil,right,191,no,0.22,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,89.33,9.04,82.93,4.63,66.67,0.0,0.0,0.0,1.32,50.0,0.0,0.0,0.0,4.63,76.19,2.43,6.84,64.52,1.62,-3.68,-0.812,1.1,90446
Ronaldo,Brazil 1.,2026,Internacional,"LCMF, DMF, LDMF",29,700000,2026-12-31,9,407,1,0.22,0,0.03,Brazil,Brazil,right,179,no,8.85,8.4,57.89,2.21,30.0,0.44,5.67,0.22,0.05,0.0,6,1.33,16.67,16.667,0.22,100.0,0.66,100.0,3.1,57.14,0.66,0.66,0.0,38.26,90.17,12.16,78.18,2.21,60.0,0.01,0.0,0.22,5.31,91.67,0.66,0.0,0.0,5.53,88.0,,,0.0,0.0,,,,428489
Maik,Brazil 1.,2026,São Paulo,"RB, RWB",21,0,2028-05-31,5,406,0,0.0,0,0.0,Brazil,Brazil,unknown,0,no,9.53,8.2,59.46,0.89,75.0,0.22,6.85,0.0,0.0,0.0,1,0.22,0.0,0.0,1.11,20.0,0.89,50.0,3.77,35.29,0.0,0.67,0.0,33.03,69.13,12.41,50.0,4.88,40.91,0.0,0.22,0.0,3.55,50.0,2.22,40.0,0.67,7.09,50.0,,,0.0,0.0,,,,-344252
Gabriel,Brazil 1.,2026,Vitória,GK,33,1000000,2028-12-31,4,405,0,0.0,0,0.05,Brazil,Brazil,right,194,no,0.44,0.0,0.0,0.22,100.0,0.0,0.66,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,100.0,0.0,0.0,0.22,12.22,81.82,7.78,71.43,6.89,67.74,0.01,0.0,0.22,2.44,36.36,0.22,0.0,0.0,4.89,81.82,2.22,3.33,33.33,1.34,-3.95,-0.878,1.11,153672
Vinicius Lira,Brazil 1.,2026,Santos,LB,18,0,2027-03-31,5,400,0,0.12,0,0.59,Brazil,Brazil,unknown,0,no,7.65,6.53,68.97,2.48,27.27,0.23,4.19,0.0,0.03,0.0,3,0.68,33.33,0.0,3.15,35.71,1.13,20.0,2.48,9.09,1.8,2.03,0.23,29.25,76.92,11.25,74.0,1.8,62.5,0.13,0.0,0.45,1.8,87.5,1.58,57.14,0.45,5.18,78.26,,,0.0,0.0,,,,-457099
Vinicinho,Brazil 1.,2026,Red Bull Bragantino,LAMF,22,0,2029-03-31,10,400,0,0.14,1,0.68,Brazil,Brazil,right,174,no,3.6,3.38,53.33,1.58,71.43,0.0,2.03,0.0,0.03,0.0,3,0.68,33.33,0.0,2.48,45.45,5.85,57.69,11.03,55.1,2.48,4.28,0.0,20.25,78.89,5.18,82.61,0.9,75.0,0.15,0.0,0.23,1.35,66.67,2.93,61.54,1.13,2.93,92.31,,,0.0,0.0,,,,-344235
Aitor Cantalapiedra,Brazil 1.,2026,Vitória,"LW, LAMF",30,1800000,2027-06-30,8,399,0,0.16,0,0.46,Spain,Spain,left,178,no,4.51,2.93,46.15,2.93,15.38,0.23,4.12,0.0,0.04,0.0,1,0.23,100.0,0.0,1.35,33.33,0.9,25.0,4.74,47.62,1.35,1.13,0.0,23.46,80.77,6.77,66.67,0.68,33.33,0.1,0.0,0.23,3.83,76.47,0.9,75.0,0.45,4.96,72.73,,,0.0,0.0,,,,372473
Victor Luís,Brazil 1.,2026,Mirassol,LB,33,500000,2026-12-10,7,397,0,0.02,0,0.81,Brazil,"Brazil, Lithuania",left,177,no,4.53,7.03,38.71,2.72,25.0,0.23,2.41,0.0,0.01,0.0,3,0.68,0.0,0.0,1.59,14.29,0.23,0.0,0.91,50.0,0.23,1.59,0.0,43.75,90.16,15.42,82.35,2.72,83.33,0.18,0.0,0.45,5.21,73.91,2.49,54.55,0.91,6.35,92.86,,,0.0,0.0,,,,257112
L. Sinisterra,Brazil 1.,2026,Cruzeiro,"LAMF, LW",27,0,2028-12-31,8,396,1,2.09,0,0.46,Colombia,Colombia,right,172,no,3.41,3.64,43.75,3.41,40.0,0.0,3.2,0.23,0.48,0.0,12,2.73,25.0,8.333,0.68,100.0,2.95,61.54,6.36,50.0,4.09,3.18,0.23,21.14,88.17,4.32,89.47,0.68,100.0,0.11,0.0,0.23,1.36,66.67,0.91,100.0,0.68,3.18,85.71,,,0.0,0.0,,,,440448
Mamady Cissé,Brazil 1.,2026,Atlético Mineiro,"RCMF, RDMF",19,0,2030-12-31,11,392,1,0.75,0,0.25,Guinea,Guinea,,0,no,6.2,6.66,58.62,2.98,38.46,0.23,3.3,0.23,0.17,0.0,8,1.84,25.0,12.5,0.23,100.0,1.61,57.14,5.74,48.0,1.38,0.92,0.23,37.65,85.98,8.49,67.57,1.61,57.14,0.06,0.23,0.46,4.59,60.0,0.69,66.67,0.69,2.76,66.67,,,0.0,0.0,,,,-708973
José Guilherme,Brazil 1.,2026,Bahia,"LB, LWB",21,0,2029-12-31,5,389,0,0.03,0,0.05,Brazil,Brazil,left,181,no,9.25,6.94,60.0,1.62,57.14,0.0,8.63,0.0,0.01,0.0,3,0.69,33.33,0.0,3.93,11.76,3.01,69.23,6.25,51.85,2.31,1.16,0.23,38.87,79.17,10.87,74.47,2.31,40.0,0.01,0.0,0.23,3.47,66.67,3.93,29.41,0.69,5.55,62.5,,,0.0,0.0,,,,-347897
Gustavo Scarpa,Brazil 1.,2026,Atlético Mineiro,"RW, RWF, AMF",32,8000000,2027-12-31,10,386,1,1.01,0,0.37,Brazil,"Brazil, Italy",left,176,no,3.03,3.03,53.85,3.03,61.54,0.0,2.09,0.23,0.24,0.0,14,3.26,21.43,7.143,4.2,61.11,3.5,33.33,7.93,35.29,2.1,1.63,0.23,40.34,69.36,12.12,46.15,5.6,41.67,0.09,0.23,0.0,5.83,56.0,4.9,61.9,0.7,8.86,65.79,,,0.0,0.0,,,,343407
M. Araújo,Brazil 1.,2026,Bahia,"RCMF, LCMF, RW",29,1500000,2028-12-31,14,386,0,0.47,0,0.06,Uruguay,Uruguay,left,178,no,8.86,8.86,57.89,4.2,38.89,0.0,5.7,0.0,0.11,0.0,6,1.4,16.67,0.0,0.23,0.0,2.33,30.0,7.23,29.03,0.93,1.4,0.47,33.58,82.64,9.09,79.49,0.7,66.67,0.01,0.0,0.0,3.73,87.5,0.93,50.0,0.23,3.96,58.82,,,0.0,0.0,,,,446564
P. Milans,Brazil 1.,2026,Corinthians,RB,24,0,2029-12-31,5,384,0,0.0,0,0.01,Uruguay,Uruguay,right,171,no,7.5,5.86,56.0,2.58,36.36,0.23,6.14,0.0,0.0,0.0,1,0.23,0.0,0.0,0.47,0.0,0.23,0.0,3.75,56.25,0.23,0.47,0.0,29.3,81.6,10.08,69.77,3.05,53.85,0.0,0.0,0.0,2.58,72.73,0.7,0.0,0.0,4.92,61.9,,,0.0,0.0,,,,-57217
João Ananias,Brazil 1.,2026,Santos,LCB,19,0,2030-06-30,5,383,0,0.0,0,0.25,Brazil,Brazil,unknown,0,no,8.93,4.46,73.68,2.11,33.33,0.47,7.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,60.0,0.47,0.47,0.23,33.84,86.11,13.86,77.97,4.93,71.43,0.06,0.0,0.23,3.29,64.29,0.7,33.33,0.47,4.7,60.0,,,0.0,0.0,,,,-457102
Kauan Toledo,Brazil 1.,2026,Botafogo,"CF, LAMF",20,0,2029-12-31,6,378,0,0.63,0,0.25,Brazil,Brazil,unknown,0,no,4.76,5.71,41.67,2.14,22.22,0.0,3.09,0.0,0.15,0.0,5,1.19,20.0,0.0,0.95,25.0,0.71,33.33,7.62,40.63,2.14,2.86,0.95,12.62,77.36,2.62,63.64,0.95,50.0,0.06,0.24,0.0,1.19,40.0,0.48,50.0,0.48,0.71,66.67,,,0.0,0.0,,,,-402269
G. Maripán,Brazil 1.,2026,Internacional,"CB, LCB",32,10000000,2028-06-30,4,375,0,0.8,0,0.0,Chile,Chile,right,190,no,8.4,4.32,55.56,4.08,70.59,0.96,6.99,0.0,0.19,0.0,3,0.72,33.33,0.0,0.0,0.0,0.24,100.0,0.72,100.0,0.96,0.0,0.0,33.84,87.23,13.92,74.14,4.56,47.37,0.0,0.0,0.0,6.0,60.0,0.48,100.0,0.72,5.52,86.96,,,0.0,0.0,,,,248739
Lucas Moura,Brazil 1.,2026,São Paulo,"AMF, CF",33,5000000,2026-12-31,8,373,1,1.13,1,0.91,Brazil,Brazil,right,174,no,3.14,2.41,20.0,2.41,40.0,0.0,3.75,0.0,0.27,0.0,5,1.21,60.0,20.0,1.45,33.33,1.69,71.43,7.48,51.61,1.21,2.17,0.72,26.78,80.18,8.45,74.29,1.93,62.5,0.22,0.24,0.97,3.14,92.31,2.41,70.0,1.21,5.07,76.19,,,0.0,0.0,,,,141970
A. Galeano,Brazil 1.,2026,Mirassol,"RAMF, LAMF, RW",26,1000000,2028-12-31,11,373,0,0.74,0,0.25,Paraguay,Paraguay,right,170,no,2.9,3.38,35.71,1.69,0.0,0.0,2.76,0.0,0.18,0.0,6,1.45,66.67,0.0,1.69,42.86,1.69,57.14,6.51,51.85,2.41,1.45,0.48,20.03,80.72,3.62,73.33,0.72,33.33,0.06,0.24,0.24,1.21,40.0,0.97,50.0,0.48,3.14,46.15,,,0.0,0.0,,,,448833
Bruninho,Brazil 1.,2026,Athletico Paranaense,"AMF, RW, RWB",17,0,2030-03-31,9,371,0,0.53,0,0.18,Brazil,Brazil,unknown,0,no,3.88,4.12,47.06,2.67,27.27,0.0,3.12,0.0,0.13,0.0,10,2.43,70.0,0.0,0.49,0.0,5.09,42.86,12.61,26.92,2.67,4.12,0.97,21.35,81.82,4.61,73.68,0.73,0.0,0.04,0.0,0.0,2.18,77.78,0.49,50.0,0.73,2.67,90.91,,,0.0,0.0,,,,-457026
M. Monsalve,Brazil 1.,2026,Grêmio,"LCMF, AMF, RCMF",22,0,,7,369,0,0.03,0,0.15,Colombia,Colombia,right,178,no,3.9,4.39,55.56,0.73,0.0,0.0,1.72,0.0,0.01,0.0,2,0.49,0.0,0.0,0.0,0.0,3.17,38.46,9.27,36.84,0.0,2.2,0.0,32.2,92.42,8.78,80.56,0.98,75.0,0.04,0.0,0.0,4.15,88.24,1.46,83.33,0.49,3.41,92.86,,,0.0,0.0,,,,-201378
Allex,Brazil 1.,2026,Internacional,"RB, LW, LCMF",20,0,2027-12-31,8,366,0,0.35,0,0.26,Brazil,Brazil,unknown,0,no,6.15,5.16,76.19,1.48,16.67,0.0,2.76,0.0,0.09,0.0,3,0.74,33.33,0.0,5.66,26.09,4.18,35.29,9.84,32.5,1.97,1.72,0.25,36.89,78.67,7.87,78.13,0.49,100.0,0.06,0.0,0.49,2.46,80.0,4.43,33.33,0.49,4.67,68.42,,,0.0,0.0,,,,-456963
Yuri Lara,Brazil 1.,2026,Mirassol,"RDMF, RCMF, LDMF",32,700000,2026-12-31,6,365,0,0.02,0,0.09,Brazil,Brazil,right,173,no,11.84,7.64,64.52,1.73,57.14,0.25,7.67,0.0,0.01,0.0,1,0.25,100.0,0.0,0.49,50.0,0.99,100.0,2.96,75.0,0.49,0.25,0.0,31.07,78.57,5.18,52.38,1.48,50.0,0.02,0.0,0.25,2.22,44.44,0.74,33.33,0.0,3.95,31.25,,,0.0,0.0,,,,285949
G. Tapia,Brazil 1.,2026,São Paulo,"CF, AMF",24,1300000,2029-12-31,11,360,0,0.76,0,0.1,Chile,Chile,right,179,no,3.0,3.25,69.23,3.5,21.43,0.0,1.48,0.0,0.19,0.0,7,1.75,14.29,0.0,3.25,15.38,1.25,60.0,4.75,36.84,4.25,0.5,0.25,12.5,64.0,1.5,50.0,0.0,0.0,0.03,0.0,0.5,0.75,100.0,1.5,16.67,0.0,1.5,83.33,,,0.0,0.0,,,,-64364
Bruno Santos,Brazil 1.,2026,Mirassol,CF,29,75000,2026-12-31,4,353,1,1.37,0,0.87,Brazil,Brazil,right,185,no,1.02,2.04,12.5,3.57,28.57,0.0,1.05,0.25,0.35,0.0,6,1.53,16.67,16.667,1.02,50.0,1.02,75.0,6.37,44.0,2.8,0.51,0.0,13.77,75.93,3.31,69.23,0.51,50.0,0.22,0.25,0.76,1.78,85.71,1.53,66.67,0.51,2.04,62.5,,,0.0,0.0,,,,443551
M. Hinestroza,Brazil 1.,2026,Vasco da Gama,"RW, RAMF",24,0,2029-12-31,10,353,0,0.24,0,0.41,Colombia,Colombia,right,172,no,4.59,3.57,42.86,1.53,16.67,0.0,4.39,0.0,0.06,0.0,5,1.27,0.0,0.0,3.06,66.67,6.12,45.83,12.75,38.0,2.8,1.27,0.76,25.5,82.0,5.35,80.95,0.25,0.0,0.1,0.0,0.51,0.51,50.0,3.57,78.57,1.27,3.82,86.67,,,0.0,0.0,,,,-89509
Gabriel,Brazil 1.,2026,Mirassol,LCB,22,0,2027-12-31,4,351,0,0.07,0,0.0,Brazil,"Brazil, Poland",right,185,yes,10.51,3.08,58.33,3.59,71.43,0.51,11.86,0.0,0.02,0.0,1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.51,50.0,0.51,0.77,0.26,40.0,90.38,14.1,80.0,4.1,62.5,0.0,0.0,0.0,3.08,33.33,0.0,0.0,0.0,3.33,76.92,,,0.0,0.0,,,,-316010
J. Millán,Brazil 1.,2026,Fluminense,"LCB, CB",28,0,2029-12-31,4,349,0,0.05,0,0.39,Colombia,Colombia,left,186,no,8.51,5.93,52.17,5.42,66.67,0.77,7.59,0.0,0.01,0.0,3,0.77,33.33,0.0,0.0,0.0,0.0,0.0,0.26,0.0,1.29,0.0,0.0,46.42,86.67,18.57,76.39,5.16,60.0,0.1,0.0,0.26,2.84,72.73,0.26,0.0,0.26,8.25,50.0,,,0.0,0.0,,,,433088
